,AAA10Y,ASEANTOT,BAA10Y,BUSAPPWNSAUS,BUSAPPWNSAUSYY,CBUSAPPWNSAUS,CBUSAPPWNSAUSYY,CUUR0000SA0R,DEXCHUS,DEXUSEU,DEXUSUK,DFII10,DFII20,DFII30,DFII5,DFII7,DLTIIT,DPCREDIT,DPRIME,EECTOT,EFFR,FRGSHPUSM649NCIS,GVIPT50002S,GVIPT50030S,GVIPT51000S,GVIPT51100S,GVIPT51110S,GVIPT51120S,GVIPT51200S,GVIPT52000S,GVIPT52100S,GVIPT521A3S,GVIPT52300S,GVIPT54000S,GVIPT54100S,GVIPT54200S,GVIPT54220S,INFECTDISEMVTRACKD,IOER,IORR,MEDCPIM158SFRBCLE,MORTGAGE15US,MORTGAGE30US,PCUADLVWRADLVWR,PCUAINFOAINFO,PCUAMUMAMUM,PCUARETTRARETTR,PCUASHCASHC,PCUASTDSVASTDSV,PCUATRADEATRADE,PCUATRANSATRANS,PCUATRNWRATRNWR,PCUATTDSVATTDSV,PCUAWHLTRAWHLTR,PCUOMFGOMFG,PCUOMINOMIN,SFTPAGRM158SFRBSF,SP500,T10YIE,TEDRATE,TLAACBW027NBOG,TLBACBW027NBOG,TSIFRGHT,UNRATE,WLEMUINDXD
2013/2/13,1.89,104.3,2.84,55630.0,-8.7,10810.0,-9.77,43.1,6.2323,1.3448,1.5544,-0.54,0.22,0.59,-1.34,-0.9,0.13,0.75,3.25,136.8,0.14,1.077,3101.0048,4076.9322,2276.6416,454.0867,284.9071,169.168,1822.6029,824.3081,659.1271,788.4407,129.3184,975.9001,283.3185,692.4653,266.7913,0.8,0.25,0.25,2.451542177,2.77,3.53,136.1,103.0,122.6,117.9,116.7,109.5,120.4,122.4,125.4,110.3,124.2,195.2,230.9,0.040675205,1520.33,2.59,0.19,13287.465,11789.7,115.8,7.7,54.78
2013/2/14,1.9,104.3,2.85,55630.0,-8.7,10810.0,-9.77,43.1,6.2323,1.3334,1.5502,-0.56,0.21,0.58,-1.36,-0.9,0.11,0.75,3.25,136.8,0.14,1.077,3101.0048,4076.9322,2276.6416,454.0867,284.9071,169.168,1822.6029,824.3081,659.1271,788.4407,129.3184,975.9001,283.3185,692.4653,266.7913,0.67,0.25,0.25,2.451542177,2.77,3.53,136.1,103.0,122.6,117.9,116.7,109.5,120.4,122.4,125.4,110.3,124.2,195.2,230.9,0.040675205,1521.38,2.56,0.18,13287.465,11789.7,115.8,7.7,34.5
2013/2/15,1.9,104.3,2.85,55630.0,-8.7,10810.0,-9.77,43.1,6.2323,1.3362,1.5518,-0.53,0.23,0.61,-1.32,-0.86,0.14,0.75,3.25,136.8,0.16,1.077,3101.0048,4076.9322,2276.6416,454.0867,284.9071,169.168,1822.6029,824.3081,659.1271,788.4407,129.3184,975.9001,283.3185,692.4653,266.7913,0.0,0.25,0.25,2.451542177,2.77,3.53,136.1,103.0,122.6,117.9,116.7,109.5,120.4,122.4,125.4,110.3,124.2,195.2,230.9,0.040675205,1519.79,2.54,0.19,13287.465,11789.7,115.8,7.7,14.68
2013/2/18,1.9,104.3,2.85,55970.0,-7.01,11170.0,-7.23,43.1,6.2323,1.3362,1.5518,-0.53,0.23,0.61,-1.32,-0.86,0.14,0.75,3.25,136.8,0.16,1.077,3101.0048,4076.9322,2276.6416,454.0867,284.9071,169.168,1822.6029,824.3081,659.1271,788.4407,129.3184,975.9001,283.3185,692.4653,266.7913,0.0,0.25,0.25,2.451542177,2.77,3.53,136.1,103.0,122.6,117.9,116.7,109.5,120.4,122.4,125.4,110.3,124.2,195.2,230.9,0.040675205,1519.79,2.54,0.19,13287.465,11789.7,115.8,7.7,111.43
2013/2/19,1.92,104.3,2.86,55970.0,-7.01,11170.0,-7.23,43.1,6.2438,1.3387,1.5432,-0.52,0.23,0.61,-1.31,-0.85,0.15,0.75,3.25,136.8,0.15,1.077,3101.0048,4076.9322,2276.6416,454.0867,284.9071,169.168,1822.6029,824.3081,659.1271,788.4407,129.3184,975.9001,283.3185,692.4653,266.7913,0.0,0.25,0.25,2.451542177,2.77,3.53,136.1,103.0,122.6,117.9,116.7,109.5,120.4,122.4,125.4,110.3,124.2,195.2,230.9,0.040675205,1530.94,2.55,0.17,13287.465,11789.7,115.8,7.7,27.24
2013/2/20,1.94,104.3,2.87,55970.0,-7.01,11170.0,-7.23,43.1,6.2371,1.335,1.5301,-0.52,0.23,0.61,-1.31,-0.86,0.15,0.75,3.25,136.8,0.15,1.077,3101.0048,4076.9322,2276.6416,454.0867,284.9071,169.168,1822.6029,824.3081,659.1271,788.4407,129.3184,975.9001,283.3185,692.4653,266.7913,0.8,0.25,0.25,2.451542177,2.77,3.53,136.1,103.0,122.6,117.9,116.7,109.5,120.4,122.4,125.4,110.3,124.2,195.2,230.9,0.040675205,1511.95,2.54,0.17,13210.326,11709.61,115.8,7.7,13.58
2013/2/21,1.92,104.3,2.87,55970.0,-7.01,11170.0,-7.23,43.1,6.2403,1.3204,1.5263,-0.54,0.21,0.62,-1.33,-0.88,0.13,0.75,3.25,136.8,0.16,1.077,3101.0048,4076.9322,2276.6416,454.0867,284.9071,169.168,1822.6029,824.3081,659.1271,788.4407,129.3184,975.9001,283.3185,692.4653,266.7913,0.32,0.25,0.25,2.451542177,2.77,3.56,136.1,103.0,122.6,117.9,116.7,109.5,120.4,122.4,125.4,110.3,124.2,195.2,230.9,0.040675205,1502.42,2.53,0.16,13210.326,11709.61,115.8,7.7,38.23
2013/2/22,1.93,104.3,2.87,55970.0,-7.01,11170.0,-7.23,43.1,6.2346,1.3166,1.5256,-0.57,0.18,0.59,-1.36,-0.9,0.11,0.75,3.25,136.8,0.16,1.077,3101.0048,4076.9322,2276.6416,454.0867,284.9071,169.168,1822.6029,824.3081,659.1271,788.4407,129.3184,975.9001,283.3185,692.4653,266.7913,0.0,0.25,0.25,2.451542177,2.77,3.56,136.1,103.0,122.6,117.9,116.7,109.5,120.4,122.4,125.4,110.3,124.2,195.2,230.9,0.040675205,1515.6,2.54,0.16,13210.326,11709.61,115.8,7.7,7.2
2013/2/25,1.96,104.3,2.89,52290.0,-7.6,10320.0,-10.34,43.1,6.2337,1.3172,1.5112,-0.62,0.14,0.54,-1.41,-0.96,0.05,0.75,3.25,136.8,0.15,1.077,3101.0048,4076.9322,2276.6416,454.0867,284.9071,169.168,1822.6029,824.3081,659.1271,788.4407,129.3184,975.9001,283.3185,692.4653,266.7913,0.0,0.25,0.25,2.451542177,2.77,3.56,136.1,103.0,122.6,117.9,116.7,109.5,120.4,122.4,125.4,110.3,124.2,195.2,230.9,0.040675205,1487.85,2.5,0.17,13210.326,11709.61,115.8,7.7,35.08
2013/2/26,1.94,104.3,2.9,52290.0,-7.6,10320.0,-10.34,43.1,6.2293,1.3054,1.5125,-0.62,0.13,0.56,-1.4,-0.96,0.06,0.75,3.25,136.8,0.14,1.077,3101.0048,4076.9322,2276.6416,454.0867,284.9071,169.168,1822.6029,824.3081,659.1271,788.4407,129.3184,975.9001,283.3185,692.4653,266.7913,0.0,0.25,0.25,2.451542177,2.77,3.56,136.1,103.0,122.6,117.9,116.7,109.5,120.4,122.4,125.4,110.3,124.2,195.2,230.9,0.040675205,1496.94,2.5,0.15,13210.326,11709.61,115.8,7.7,43.21
2013/2/27,1.94,104.3,2.9,52290.0,-7.6,10320.0,-10.34,43.1,6.2271,1.3104,1.5134,-0.61,0.14,0.57,-1.4,-0.95,0.07,0.75,3.25,136.8,0.14,1.077,3101.0048,4076.9322,2276.6416,454.0867,284.9071,169.168,1822.6029,824.3081,659.1271,788.4407,129.3184,975.9001,283.3185,692.4653,266.7913,0.79,0.25,0.25,2.451542177,2.77,3.56,136.1,103.0,122.6,117.9,116.7,109.5,120.4,122.4,125.4,110.3,124.2,195.2,230.9,0.040675205,1515.99,2.52,0.18,13309.935,11805.98,115.8,7.7,33.48
2013/2/28,1.95,104.3,2.89,52290.0,-7.6,10320.0,-10.34,43.1,6.2213,1.3079,1.5192,-0.64,0.12,0.55,-1.41,-0.97,0.09,0.75,3.25,136.8,0.14,1.077,3101.0048,4076.9322,2276.6416,454.0867,284.9071,169.168,1822.6029,824.3081,659.1271,788.4407,129.3184,975.9001,283.3185,692.4653,266.7913,0.58,0.25,0.25,2.451542177,2.76,3.51,136.1,103.0,122.6,117.9,116.7,109.5,120.4,122.4,125.4,110.3,124.2,195.2,230.9,0.040675205,1514.68,2.53,0.18,13309.935,11805.98,115.8,7.7,39.44
2013/3/1,1.97,103.9,2.9,52290.0,-7.6,10320.0,-10.34,43.0,6.2226,1.2988,1.5033,-0.67,0.07,0.52,-1.45,-1.02,0.05,0.75,3.25,135.8,0.14,1.14,3119.9072,4098.8236,2291.0370000000007,460.3127,291.8183,168.5082,1830.7784,828.8209,663.7147,792.6497,128.9542,978.8606,282.3352,696.4543,270.6527,0.0,0.25,0.25,1.215357895,2.76,3.51,136.1,102.9,122.2,118.9,116.8,109.4,121.4,123.5,126.3,110.2,125.2,194.5,230.7,0.02008396,1518.2,2.53,0.17,13309.935,11805.98,116.0,7.5,14.06
2013/3/4,1.97,103.9,2.9,59670.0,9.17,11790.0,5.08,43.0,6.2246,1.2996,1.5084,-0.65,0.12,0.54,-1.46,-1.02,0.07,0.75,3.25,135.8,0.16,1.14,3119.9072,4098.8236,2291.0370000000007,460.3127,291.8183,168.5082,1830.7784,828.8209,663.7147,792.6497,128.9542,978.8606,282.3352,696.4543,270.6527,0.0,0.25,0.25,1.215357895,2.76,3.51,136.1,102.9,122.2,118.9,116.8,109.4,121.4,123.5,126.3,110.2,125.2,194.5,230.7,0.02008396,1525.2,2.53,0.17,13309.935,11805.98,116.0,7.5,45.62
2013/3/5,1.97,103.9,2.9,59670.0,9.17,11790.0,5.08,43.0,6.2208,1.3019,1.5098,-0.65,0.13,0.54,-1.49,-1.05,0.07,0.75,3.25,135.8,0.15,1.14,3119.9072,4098.8236,2291.0370000000007,460.3127,291.8183,168.5082,1830.7784,828.8209,663.7147,792.6497,128.9542,978.8606,282.3352,696.4543,270.6527,0.5,0.25,0.25,1.215357895,2.76,3.51,136.1,102.9,122.2,118.9,116.8,109.4,121.4,123.5,126.3,110.2,125.2,194.5,230.7,0.02008396,1539.79,2.55,0.2,13309.935,11805.98,116.0,7.5,59.15
2013/3/6,1.96,103.9,2.89,59670.0,9.17,11790.0,5.08,43.0,6.2173,1.2990000000000002,1.5036,-0.61,0.17,0.58,-1.46,-1.02,0.11,0.75,3.25,135.8,0.15,1.14,3119.9072,4098.8236,2291.0370000000007,460.3127,291.8183,168.5082,1830.7784,828.8209,663.7147,792.6497,128.9542,978.8606,282.3352,696.4543,270.6527,1.21,0.25,0.25,1.215357895,2.76,3.51,136.1,102.9,122.2,118.9,116.8,109.4,121.4,123.5,126.3,110.2,125.2,194.5,230.7,0.02008396,1541.46,2.56,0.18,13292.383999999998,11791.333,116.0,7.5,123.54
2013/3/7,1.96,103.9,2.89,59670.0,9.17,11790.0,5.08,43.0,6.22,1.3098,1.5032,-0.56,0.2,0.62,-1.37,-0.91,0.15,0.75,3.25,135.8,0.16,1.14,3119.9072,4098.8236,2291.0370000000007,460.3127,291.8183,168.5082,1830.7784,828.8209,663.7147,792.6497,128.9542,978.8606,282.3352,696.4543,270.6527,0.32,0.25,0.25,1.215357895,2.76,3.52,136.1,102.9,122.2,118.9,116.8,109.4,121.4,123.5,126.3,110.2,125.2,194.5,230.7,0.02008396,1544.26,2.56,0.18,13292.383999999998,11791.333,116.0,7.5,60.4
2013/3/8,1.96,103.9,2.88,59670.0,9.17,11790.0,5.08,43.0,6.2145,1.2992,1.4926,-0.5,0.25,0.67,-1.28,-0.8,0.2,0.75,3.25,135.8,0.15,1.14,3119.9072,4098.8236,2291.0370000000007,460.3127,291.8183,168.5082,1830.7784,828.8209,663.7147,792.6497,128.9542,978.8606,282.3352,696.4543,270.6527,0.42,0.25,0.25,1.215357895,2.76,3.52,136.1,102.9,122.2,118.9,116.8,109.4,121.4,123.5,126.3,110.2,125.2,194.5,230.7,0.02008396,1551.18,2.56,0.18,13292.383999999998,11791.333,116.0,7.5,64.71
2013/3/11,1.95,103.9,2.87,59600.0,-1.7,12280.0,-1.68,43.0,6.2179,1.3014,1.4898,-0.5,0.27,0.67,-1.38,-0.91,0.2,0.75,3.25,135.8,0.16,1.14,3119.9072,4098.8236,2291.0370000000007,460.3127,291.8183,168.5082,1830.7784,828.8209,663.7147,792.6497,128.9542,978.8606,282.3352,696.4543,270.6527,1.39,0.25,0.25,1.215357895,2.76,3.52,136.1,102.9,122.2,118.9,116.8,109.4,121.4,123.5,126.3,110.2,125.2,194.5,230.7,0.02008396,1556.22,2.57,0.18,13292.383999999998,11791.333,116.0,7.5,71.17
2013/3/12,1.95,103.9,2.87,59600.0,-1.7,12280.0,-1.68,43.0,6.216,1.3023,1.4877,-0.52,0.25,0.65,-1.39,-0.92,0.18,0.75,3.25,135.8,0.15,1.14,3119.9072,4098.8236,2291.0370000000007,460.3127,291.8183,168.5082,1830.7784,828.8209,663.7147,792.6497,128.9542,978.8606,282.3352,696.4543,270.6527,0.0,0.25,0.25,1.215357895,2.76,3.52,136.1,102.9,122.2,118.9,116.8,109.4,121.4,123.5,126.3,110.2,125.2,194.5,230.7,0.02008396,1552.48,2.55,0.18,13292.383999999998,11791.333,116.0,7.5,60.33
2013/3/13,1.94,103.9,2.85,59600.0,-1.7,12280.0,-1.68,43.0,6.2137,1.2949,1.4925,-0.52,0.24,0.65,-1.4,-0.92,0.18,0.75,3.25,135.8,0.14,1.14,3119.9072,4098.8236,2291.0370000000007,460.3127,291.8183,168.5082,1830.7784,828.8209,663.7147,792.6497,128.9542,978.8606,282.3352,696.4543,270.6527,1.2,0.25,0.25,1.215357895,2.76,3.52,136.1,102.9,122.2,118.9,116.8,109.4,121.4,123.5,126.3,110.2,125.2,194.5,230.7,0.02008396,1554.52,2.56,0.19,13337.813,11834.95,116.0,7.5,95.48
2013/3/14,1.97,103.9,2.88,59600.0,-1.7,12280.0,-1.68,43.0,6.2145,1.2974,1.5039,-0.53,0.25,0.67,-1.43,-0.94,0.18,0.75,3.25,135.8,0.15,1.14,3119.9072,4098.8236,2291.0370000000007,460.3127,291.8183,168.5082,1830.7784,828.8209,663.7147,792.6497,128.9542,978.8606,282.3352,696.4543,270.6527,0.64,0.25,0.25,1.215357895,2.79,3.63,136.1,102.9,122.2,118.9,116.8,109.4,121.4,123.5,126.3,110.2,125.2,194.5,230.7,0.02008396,1563.23,2.57,0.18,13337.813,11834.95,116.0,7.5,133.07
2013/3/15,1.98,103.9,2.89,59600.0,-1.7,12280.0,-1.68,43.0,6.2133,1.3076,1.5124,-0.55,0.25,0.67,-1.46,-0.97,0.16,0.75,3.25,135.8,0.16,1.14,3119.9072,4098.8236,2291.0370000000007,460.3127,291.8183,168.5082,1830.7784,828.8209,663.7147,792.6497,128.9542,978.8606,282.3352,696.4543,270.6527,2.11,0.25,0.25,1.215357895,2.79,3.63,136.1,102.9,122.2,118.9,116.8,109.4,121.4,123.5,126.3,110.2,125.2,194.5,230.7,0.02008396,1560.7,2.56,0.19,13337.813,11834.95,116.0,7.5,65.61
2013/3/18,1.99,103.9,2.91,58560.0,-2.45,12900.0,4.62,43.0,6.2156,1.2956,1.5113,-0.6,0.2,0.64,-1.45,-0.98,0.13,0.75,3.25,135.8,0.16,1.14,3119.9072,4098.8236,2291.0370000000007,460.3127,291.8183,168.5082,1830.7784,828.8209,663.7147,792.6497,128.9542,978.8606,282.3352,696.4543,270.6527,0.0,0.25,0.25,1.215357895,2.79,3.63,136.1,102.9,122.2,118.9,116.8,109.4,121.4,123.5,126.3,110.2,125.2,194.5,230.7,0.02008396,1552.1,2.56,0.21,13337.813,11834.95,116.0,7.5,81.84
2013/3/19,1.98,103.9,2.9,58560.0,-2.45,12900.0,4.62,43.0,6.2154,1.2888,1.5118,-0.61,0.18,0.62,-1.46,-1.01,0.1,0.75,3.25,135.8,0.15,1.14,3119.9072,4098.8236,2291.0370000000007,460.3127,291.8183,168.5082,1830.7784,828.8209,663.7147,792.6497,128.9542,978.8606,282.3352,696.4543,270.6527,0.0,0.25,0.25,1.215357895,2.79,3.63,136.1,102.9,122.2,118.9,116.8,109.4,121.4,123.5,126.3,110.2,125.2,194.5,230.7,0.02008396,1548.34,2.53,0.21,13337.813,11834.95,116.0,7.5,52.74
2013/3/20,1.98,103.9,2.9,58560.0,-2.45,12900.0,4.62,43.0,6.2117,1.295,1.5133,-0.57,0.23,0.66,-1.44,-0.97,0.15,0.75,3.25,135.8,0.15,1.14,3119.9072,4098.8236,2291.0370000000007,460.3127,291.8183,168.5082,1830.7784,828.8209,663.7147,792.6497,128.9542,978.8606,282.3352,696.4543,270.6527,0.81,0.25,0.25,1.215357895,2.79,3.63,136.1,102.9,122.2,118.9,116.8,109.4,121.4,123.5,126.3,110.2,125.2,194.5,230.7,0.02008396,1558.71,2.53,0.21,13240.905,11736.735,116.0,7.5,62.21
2013/3/21,1.98,103.9,2.9,58560.0,-2.45,12900.0,4.62,43.0,6.2141,1.2928,1.518,-0.57,0.21,0.65,-1.41,-0.95,0.14,0.75,3.25,135.8,0.16,1.14,3119.9072,4098.8236,2291.0370000000007,460.3127,291.8183,168.5082,1830.7784,828.8209,663.7147,792.6497,128.9542,978.8606,282.3352,696.4543,270.6527,0.99,0.25,0.25,1.215357895,2.72,3.54,136.1,102.9,122.2,118.9,116.8,109.4,121.4,123.5,126.3,110.2,125.2,194.5,230.7,0.02008396,1545.8,2.52,0.21,13240.905,11736.735,116.0,7.5,196.6
2013/3/22,1.98,103.9,2.9,58560.0,-2.45,12900.0,4.62,43.0,6.2120000000000015,1.2996,1.5239,-0.6,0.19,0.62,-1.43,-0.98,0.12,0.75,3.25,135.8,0.15,1.14,3119.9072,4098.8236,2291.0370000000007,460.3127,291.8183,168.5082,1830.7784,828.8209,663.7147,792.6497,128.9542,978.8606,282.3352,696.4543,270.6527,0.43,0.25,0.25,1.215357895,2.72,3.54,136.1,102.9,122.2,118.9,116.8,109.4,121.4,123.5,126.3,110.2,125.2,194.5,230.7,0.02008396,1556.89,2.53,0.21,13240.905,11736.735,116.0,7.5,36.54
2013/3/25,1.99,103.9,2.91,58780.0,-1.46,12690.0,-4.8,43.0,6.2105,1.2881,1.5184,-0.6,0.19,0.63,-1.44,-0.98,0.12,0.75,3.25,135.8,0.15,1.14,3119.9072,4098.8236,2291.0370000000007,460.3127,291.8183,168.5082,1830.7784,828.8209,663.7147,792.6497,128.9542,978.8606,282.3352,696.4543,270.6527,0.0,0.25,0.25,1.215357895,2.72,3.54,136.1,102.9,122.2,118.9,116.8,109.4,121.4,123.5,126.3,110.2,125.2,194.5,230.7,0.02008396,1551.69,2.53,0.2,13240.905,11736.735,116.0,7.5,108.19
2013/3/26,1.99,103.9,2.91,58780.0,-1.46,12690.0,-4.8,43.0,6.2108,1.2858,1.5156,-0.61,0.18,0.62,-1.42,-0.97,0.12,0.75,3.25,135.8,0.14,1.14,3119.9072,4098.8236,2291.0370000000007,460.3127,291.8183,168.5082,1830.7784,828.8209,663.7147,792.6497,128.9542,978.8606,282.3352,696.4543,270.6527,0.53,0.25,0.25,1.215357895,2.72,3.54,136.1,102.9,122.2,118.9,116.8,109.4,121.4,123.5,126.3,110.2,125.2,194.5,230.7,0.02008396,1563.77,2.53,0.21,13240.905,11736.735,116.0,7.5,45.61
2013/3/27,2.0,103.9,2.93,58780.0,-1.46,12690.0,-4.8,43.0,6.2138,1.2782,1.5112,-0.64,0.15,0.59,-1.46,-1.02,0.09,0.75,3.25,135.8,0.12,1.14,3119.9072,4098.8236,2291.0370000000007,460.3127,291.8183,168.5082,1830.7784,828.8209,663.7147,792.6497,128.9542,978.8606,282.3352,696.4543,270.6527,0.83,0.25,0.25,1.215357895,2.72,3.54,136.1,102.9,122.2,118.9,116.8,109.4,121.4,123.5,126.3,110.2,125.2,194.5,230.7,0.02008396,1562.85,2.51,0.19,13334.443,11829.003,116.0,7.5,56.34
2013/3/28,2.03,103.9,2.96,58780.0,-1.46,12690.0,-4.8,43.0,6.2143,1.2842,1.5184,-0.64,0.16,0.61,-1.47,-1.03,0.09,0.75,3.25,135.8,0.13,1.14,3119.9072,4098.8236,2291.0370000000007,460.3127,291.8183,168.5082,1830.7784,828.8209,663.7147,792.6497,128.9542,978.8606,282.3352,696.4543,270.6527,1.36,0.25,0.25,1.215357895,2.76,3.57,136.1,102.9,122.2,118.9,116.8,109.4,121.4,123.5,126.3,110.2,125.2,194.5,230.7,0.02008396,1569.19,2.51,0.21,13334.443,11829.003,116.0,7.5,34.81
2013/3/29,2.03,103.9,2.96,58780.0,-1.46,12690.0,-4.8,43.0,6.2108,1.2816,1.5193,-0.64,0.16,0.61,-1.47,-1.03,0.09,0.75,3.25,135.8,0.09,1.14,3119.9072,4098.8236,2291.0370000000007,460.3127,291.8183,168.5082,1830.7784,828.8209,663.7147,792.6497,128.9542,978.8606,282.3352,696.4543,270.6527,0.45,0.25,0.25,1.215357895,2.76,3.57,136.1,102.9,122.2,118.9,116.8,109.4,121.4,123.5,126.3,110.2,125.2,194.5,230.7,0.02008396,1569.19,2.51,0.21,13334.443,11829.003,116.0,7.5,30.73
2013/4/1,2.03,104.5,2.91,56800.0,-0.58,11570.0,-8.9,43.0,6.2078,1.2857,1.5232,-0.65,0.14,0.58,-1.47,-1.03,0.08,0.75,3.25,135.7,0.16,1.1,3112.8926,4091.6455,2290.0451,457.8842,289.9057,167.9869,1832.2173,822.8356,657.9828,786.4482,128.4754,978.7233,280.2174,698.4931,271.597,0.0,0.25,0.25,2.088884141,2.76,3.57,136.4,103.0,122.1,119.5,116.1,109.8,122.1,122.5,125.5,110.4,125.9,194.0,236.0,-0.001748578,1562.17,2.51,0.21,13334.443,11829.003,114.9,7.6,74.55
2013/4/2,2.02,104.5,2.91,56800.0,-0.58,11570.0,-8.9,43.0,6.1992,1.2836,1.5113,-0.63,0.16,0.6,-1.44,-0.99,0.1,0.75,3.25,135.7,0.15,1.1,3112.8926,4091.6455,2290.0451,457.8842,289.9057,167.9869,1832.2173,822.8356,657.9828,786.4482,128.4754,978.7233,280.2174,698.4931,271.597,1.59,0.25,0.25,2.088884141,2.76,3.57,136.4,103.0,122.1,119.5,116.1,109.8,122.1,122.5,125.5,110.4,125.9,194.0,236.0,-0.001748578,1570.25,2.51,0.21,13334.443,11829.003,114.9,7.6,36.17
2013/4/3,2.03,104.5,2.91,56800.0,-0.58,11570.0,-8.9,43.0,6.1962,1.2847,1.514,-0.65,0.13,0.56,-1.45,-1.02,0.06,0.75,3.25,135.7,0.14,1.1,3112.8926,4091.6455,2290.0451,457.8842,289.9057,167.9869,1832.2173,822.8356,657.9828,786.4482,128.4754,978.7233,280.2174,698.4931,271.597,0.0,0.25,0.25,2.088884141,2.76,3.57,136.4,103.0,122.1,119.5,116.1,109.8,122.1,122.5,125.5,110.4,125.9,194.0,236.0,-0.001748578,1553.69,2.48,0.22,13370.217,11861.658,114.9,7.6,7.03
2013/4/4,2.01,104.5,2.88,56800.0,-0.58,11570.0,-8.9,43.0,6.2005,1.2854,1.5198,-0.7,0.06,0.48,-1.44,-1.01,-0.01,0.75,3.25,135.7,0.14,1.1,3112.8926,4091.6455,2290.0451,457.8842,289.9057,167.9869,1832.2173,822.8356,657.9828,786.4482,128.4754,978.7233,280.2174,698.4931,271.597,0.0,0.25,0.25,2.088884141,2.74,3.54,136.4,103.0,122.1,119.5,116.1,109.8,122.1,122.5,125.5,110.4,125.9,194.0,236.0,-0.001748578,1559.98,2.48,0.21,13370.217,11861.658,114.9,7.6,34.69
2013/4/5,1.96,104.5,2.82,56800.0,-0.58,11570.0,-8.9,43.0,6.2005,1.3027,1.5336,-0.74,-0.03,0.38,-1.42,-1.02,-0.1,0.75,3.25,135.7,0.15,1.1,3112.8926,4091.6455,2290.0451,457.8842,289.9057,167.9869,1832.2173,822.8356,657.9828,786.4482,128.4754,978.7233,280.2174,698.4931,271.597,0.44,0.25,0.25,2.088884141,2.74,3.54,136.4,103.0,122.1,119.5,116.1,109.8,122.1,122.5,125.5,110.4,125.9,194.0,236.0,-0.001748578,1553.28,2.46,0.21,13370.217,11861.658,114.9,7.6,37.13
2013/4/8,1.96,104.5,2.82,53380.0,-9.31,10840.0,-11.58,43.0,6.2031,1.3008,1.5257,-0.69,0.04,0.44,-1.43,-1.03,-0.04,0.75,3.25,135.7,0.15,1.1,3112.8926,4091.6455,2290.0451,457.8842,289.9057,167.9869,1832.2173,822.8356,657.9828,786.4482,128.4754,978.7233,280.2174,698.4931,271.597,0.0,0.25,0.25,2.088884141,2.74,3.54,136.4,103.0,122.1,119.5,116.1,109.8,122.1,122.5,125.5,110.4,125.9,194.0,236.0,-0.001748578,1563.07,2.45,0.21,13370.217,11861.658,114.9,7.6,60.05
2013/4/9,1.96,104.5,2.82,53380.0,-9.31,10840.0,-11.58,43.0,6.2022,1.3092,1.5317,-0.67,0.05,0.49,-1.36,-0.96,0.0,0.75,3.25,135.7,0.15,1.1,3112.8926,4091.6455,2290.0451,457.8842,289.9057,167.9869,1832.2173,822.8356,657.9828,786.4482,128.4754,978.7233,280.2174,698.4931,271.597,1.06,0.25,0.25,2.088884141,2.74,3.54,136.4,103.0,122.1,119.5,116.1,109.8,122.1,122.5,125.5,110.4,125.9,194.0,236.0,-0.001748578,1568.61,2.45,0.22,13370.217,11861.658,114.9,7.6,45.24
2013/4/10,1.95,104.5,2.83,53380.0,-9.31,10840.0,-11.58,43.0,6.1938,1.306,1.5315,-0.6,0.16,0.56,-1.36,-0.95,0.07,0.75,3.25,135.7,0.15,1.1,3112.8926,4091.6455,2290.0451,457.8842,289.9057,167.9869,1832.2173,822.8356,657.9828,786.4482,128.4754,978.7233,280.2174,698.4931,271.597,0.41,0.25,0.25,2.088884141,2.74,3.54,136.4,103.0,122.1,119.5,116.1,109.8,122.1,122.5,125.5,110.4,125.9,194.0,236.0,-0.001748578,1587.73,2.44,0.21,13381.106000000002,11869.475,114.9,7.6,48.74
2013/4/11,1.96,104.5,2.84,53380.0,-9.31,10840.0,-11.58,43.0,6.1961,1.3124,1.5403,-0.65,0.11,0.52,-1.38,-0.99,0.03,0.75,3.25,135.7,0.15,1.1,3112.8926,4091.6455,2290.0451,457.8842,289.9057,167.9869,1832.2173,822.8356,657.9828,786.4482,128.4754,978.7233,280.2174,698.4931,271.597,0.98,0.25,0.25,2.088884141,2.65,3.43,136.4,103.0,122.1,119.5,116.1,109.8,122.1,122.5,125.5,110.4,125.9,194.0,236.0,-0.001748578,1593.37,2.47,0.21,13381.106000000002,11869.475,114.9,7.6,11.16
2013/4/12,1.95,104.5,2.82,53380.0,-9.31,10840.0,-11.58,43.0,6.1914,1.3094,1.5373,-0.68,0.06,0.47,-1.41,-1.03,-0.03,0.75,3.25,135.7,0.15,1.1,3112.8926,4091.6455,2290.0451,457.8842,289.9057,167.9869,1832.2173,822.8356,657.9828,786.4482,128.4754,978.7233,280.2174,698.4931,271.597,0.44,0.25,0.25,2.088884141,2.65,3.43,136.4,103.0,122.1,119.5,116.1,109.8,122.1,122.5,125.5,110.4,125.9,194.0,236.0,-0.001748578,1588.85,2.43,0.22,13381.106000000002,11869.475,114.9,7.6,14.96
